CNV	freq	event_N	Nth_simu
chr1_.213	0.934959349593496	230	5
chr1_.215	0.934959349593496	230	5
chr1_.216	0.894308943089431	220	5
chr1_.229	1	246	5
chr1_.232	0.150406504065041	37	5
chr1_.233	0.849593495934959	209	5
chr1_.238	0.849593495934959	209	5
chr1_.248	0.934959349593496	230	5
chr1_.252	0.955284552845528	235	5
chr1_.253	0.934959349593496	230	5
chr1_.254	0.955284552845528	235	5
chr1_.255	0.934959349593496	230	5
chr1_.259	0.894308943089431	220	5
chr1_.261	0.849593495934959	209	5
chr1_.263	0.849593495934959	209	5
chr1_.282	0.983739837398374	242	5
chr1_.284	0.983739837398374	242	5
chr1_.289	0.955284552845528	235	5
chr1_.294	0.955284552845528	235	5
chr1_.297	0.0203252032520325	5	5
chr1_.299	0.955284552845528	235	5
chr1_.313	0.894308943089431	220	5
chr1_.318	0.894308943089431	220	5
chr1_.320	0.894308943089431	220	5
chr1_.338	0.849593495934959	209	5
chr1_.340	0.934959349593496	230	5
chr1_.345	0.955284552845528	235	5
chr1_.348	0.0203252032520325	5	5
chr1_.352	0.983739837398374	242	5
chr1_.354	0.0284552845528455	7	5
chr1_.365	0.849593495934959	209	5
chr1_.369	0.849593495934959	209	5
chr1_.372	0.0853658536585366	21	5
chr1_.373	0.849593495934959	209	5
chr1_.374	0.934959349593496	230	5
chr1_.377	0.983739837398374	242	5
chr1_.379	0.983739837398374	242	5
chr1_.382	0.955284552845528	235	5
chr1_.384	0.955284552845528	235	5
chr1_.391	0.983739837398374	242	5
chr1_.397	0.955284552845528	235	5
chr1_.403	0.934959349593496	230	5
chr1_.406	0.955284552845528	235	5
chr1_.408	0.849593495934959	209	5
chr1_.411	0.955284552845528	235	5
chr1_.414	0.849593495934959	209	5
chr1_.416	0.0447154471544715	11	5
chr1_.420	0.894308943089431	220	5
chr1_.454	1	246	5
chr1_.456	1	246	5
chr1_.462	0.955284552845528	235	5
chr1_.467	0.955284552845528	235	5
chr1_.492	0.105691056910569	26	5
chr1_.493	0.849593495934959	209	5
chr1_.496	0.955284552845528	235	5
chr1_.500	1	246	5
chr1_.2	0.128205128205128	30	6
chr1_.3	0.816239316239316	191	6
chr1_.4	0.991452991452991	232	6
chr1_.5	0.816239316239316	191	6
chr1_.9	0.816239316239316	191	6
chr1_.11	0.816239316239316	191	6
chr1_.17	0.991452991452991	232	6
chr1_.22	0.944444444444444	221	6
chr1_.23	0.991452991452991	232	6
chr1_.24	0.944444444444444	221	6
chr1_.41	0.816239316239316	191	6
chr1_.47	0.816239316239316	191	6
chr1_.51	0.00427350427350427	1	6
chr1_.56	0.00427350427350427	1	6
chr1_.63	1	234	6
chr1_.69	1	234	6
chr1_.73	0.901709401709402	211	6
chr1_.75	0.0555555555555556	13	6
chr1_.76	0.944444444444444	221	6
chr1_.77	1	234	6
chr1_.79	0.0854700854700855	20	6
chr1_.81	0.987179487179487	231	6
chr1_.84	0.991452991452991	232	6
chr1_.88	0.987179487179487	231	6
chr1_.93	0.987179487179487	231	6
chr1_.95	0.991452991452991	232	6
chr1_.99	0.991452991452991	232	6
chr1_.100	1	234	6
chr1_.103	0.884615384615385	207	6
chr1_.104	1	234	6
chr1_.111	0.884615384615385	207	6
chr1_.118	1	234	6
chr1_.124	0.991452991452991	232	6
chr1_.129	0.991452991452991	232	6
chr1_.147	1	234	6
chr1_.152	0.987179487179487	231	6
chr1_.153	0.0128205128205128	3	6
chr1_.154	0.816239316239316	191	6
chr1_.155	0.170940170940171	40	6
chr1_.156	0.816239316239316	191	6
chr1_.158	0.987179487179487	231	6
chr1_.167	0.901709401709402	211	6
chr1_.171	0.901709401709402	211	6
chr1_.177	0.816239316239316	191	6
chr1_.181	0.0854700854700855	20	6
chr1_.182	0.901709401709402	211	6
chr1_.183	0.987179487179487	231	6
chr1_.187	0.170940170940171	40	6
chr1_.188	0.816239316239316	191	6
chr1_.194	0.816239316239316	191	6
chr1_.197	0.816239316239316	191	6
chr1_.215	0.884615384615385	207	6
chr1_.217	0.816239316239316	191	6
chr1_.218	1	234	6
chr1_.228	0.991452991452991	232	6
chr1_.231	0.944444444444444	221	6
chr1_.233	0.991452991452991	232	6
chr1_.235	0.901709401709402	211	6
chr1_.237	0.94017094017094	220	6
chr1_.239	0.884615384615385	207	6
chr1_.241	1	234	6
chr1_.242	0.901709401709402	211	6
chr1_.243	0.991452991452991	232	6
chr1_.246	0.987179487179487	231	6
chr1_.253	0.987179487179487	231	6
chr1_.259	0.901709401709402	211	6
chr1_.264	0.901709401709402	211	6
chr1_.277	0.816239316239316	191	6
chr1_.280	0.0854700854700855	20	6
chr1_.282	0.901709401709402	211	6
chr1_.284	0.833333333333333	195	6
chr1_.285	0.884615384615385	207	6
chr1_.286	0.901709401709402	211	6
chr1_.287	0.884615384615385	207	6
chr1_.295	0.884615384615385	207	6
chr1_.315	0.884615384615385	207	6
chr1_.317	0.047008547008547	11	6
chr1_.318	0.944444444444444	221	6
chr1_.322	0.0897435897435897	21	6
chr1_.323	0.901709401709402	211	6
chr1_.325	0.0982905982905983	23	6
chr1_.327	0.987179487179487	231	6
chr1_.329	0.0128205128205128	3	6
chr1_.331	1	234	6
chr1_.334	0.944444444444444	221	6
chr1_.341	1	234	6
chr1_.343	0.944444444444444	221	6
chr1_.345	1	234	6
chr1_.347	0.944444444444444	221	6
chr1_.350	0.944444444444444	221	6
chr1_.351	0.901709401709402	211	6
chr1_.353	0.944444444444444	221	6
chr1_.354	1	234	6
chr1_.356	1	234	6
chr1_.358	0.0598290598290598	14	6
chr1_.363	0.901709401709402	211	6
chr1_.367	0.901709401709402	211	6
chr1_.384	0.991452991452991	232	6
chr1_.386	0.991452991452991	232	6
chr1_.397	0.901709401709402	211	6
chr1_.400	1	234	6
chr1_.401	1	234	6
chr1_.402	1	234	6
chr1_.404	1	234	6
chr1_.421	0.991452991452991	232	6
chr1_.424	0.991452991452991	232	6
chr1_.426	0.884615384615385	207	6
chr1_.430	1	234	6
chr1_.431	0.884615384615385	207	6
chr1_.432	1	234	6
chr1_.437	0.816239316239316	191	6
chr1_.439	0.944444444444444	221	6
chr1_.441	0.944444444444444	221	6
chr1_.444	0.0683760683760684	16	6
chr1_.450	0.816239316239316	191	6
chr1_.479	1	234	6
chr1_.485	1	234	6
chr1_.487	0.987179487179487	231	6
chr1_.494	0.944444444444444	221	6
chr1_.498	0.884615384615385	207	6
chr1_.500	1	234	6
chr1_.1	1	289	7
chr1_.3	1	289	7
chr1_.11	0.795847750865052	230	7
chr1_.12	0.993079584775087	287	7
chr1_.15	0.982698961937716	284	7
chr1_.17	0.993079584775087	287	7
chr1_.21	0.795847750865052	230	7
chr1_.28	0.993079584775087	287	7
chr1_.32	0.993079584775087	287	7
chr1_.35	0.795847750865052	230	7
chr1_.37	0.795847750865052	230	7
chr1_.41	0.0069204152249135	2	7
chr1_.44	0.0069204152249135	2	7
chr1_.49	0.134948096885813	39	7
chr1_.52	0.858131487889273	248	7
chr1_.55	0.858131487889273	248	7
chr1_.75	1	289	7
chr1_.76	0.795847750865052	230	7
chr1_.79	1	289	7
chr1_.80	0.795847750865052	230	7
chr1_.82	0.795847750865052	230	7
chr1_.84	1	289	7
chr1_.86	1	289	7
chr1_.100	1	289	7
chr1_.104	0.141868512110727	41	7
chr1_.106	0.982698961937716	284	7
chr1_.107	0.858131487889273	248	7
chr1_.110	0.124567474048443	36	7
chr1_.112	0.982698961937716	284	7
chr1_.117	0.903114186851211	261	7
chr1_.119	0.041522491349481	12	7
chr1_.120	0.951557093425606	275	7
chr1_.122	0.0899653979238754	26	7
chr1_.123	0.903114186851211	261	7
chr1_.124	0.951557093425606	275	7
chr1_.141	0.993079584775087	287	7
chr1_.142	0.795847750865052	230	7
chr1_.143	0.993079584775087	287	7
chr1_.147	0.795847750865052	230	7
