CNV	freq	event_N	Nth_simu
chr1_.226	0.188679245283019	40	1
chr1_.227	0.608490566037736	129	1
chr1_.229	0.391509433962264	83	1
chr1_.231	0.216981132075472	46	1
chr1_.235	0.188679245283019	40	1
chr1_.236	0.216981132075472	46	1
chr1_.237	0.391509433962264	83	1
chr1_.238	0.165094339622642	35	1
chr1_.240	0.391509433962264	83	1
chr1_.241	0.165094339622642	35	1
chr1_.243	0.382075471698113	81	1
chr1_.248	0.188679245283019	40	1
chr1_.250	0.188679245283019	40	1
chr1_.264	0.165094339622642	35	1
chr1_.265	0.391509433962264	83	1
chr1_.266	0.165094339622642	35	1
chr1_.267	0.165094339622642	35	1
chr1_.268	0.391509433962264	83	1
chr1_.269	0.165094339622642	35	1
chr1_.271	0.188679245283019	40	1
chr1_.283	0.202830188679245	43	1
chr1_.285	0.165094339622642	35	1
chr1_.286	0.202830188679245	43	1
chr1_.288	0.202830188679245	43	1
chr1_.290	0.202830188679245	43	1
chr1_.291	0.165094339622642	35	1
chr1_.294	1	212	1
chr1_.307	0.226415094339623	48	1
chr1_.312	0.226415094339623	48	1
chr1_.319	1	212	1
chr1_.326	0.216981132075472	46	1
chr1_.329	0.783018867924528	166	1
chr1_.332	0.382075471698113	81	1
chr1_.333	0.165094339622642	35	1
chr1_.334	0.165094339622642	35	1
chr1_.335	0.617924528301887	131	1
chr1_.336	0.216981132075472	46	1
chr1_.337	0.783018867924528	166	1
chr1_.338	0.216981132075472	46	1
chr1_.341	0.443396226415094	94	1
chr1_.345	0.226415094339623	48	1
chr1_.347	0.216981132075472	46	1
chr1_.348	0.226415094339623	48	1
chr1_.350	0.391509433962264	83	1
chr1_.354	0.617924528301887	131	1
chr1_.358	0.226415094339623	48	1
chr1_.371	0.216981132075472	46	1
chr1_.373	0.382075471698113	81	1
chr1_.374	0.216981132075472	46	1
chr1_.375	0.226415094339623	48	1
chr1_.376	0.165094339622642	35	1
chr1_.378	0.165094339622642	35	1
chr1_.379	0.617924528301887	131	1
chr1_.380	0.391509433962264	83	1
chr1_.382	0.617924528301887	131	1
chr1_.384	0.216981132075472	46	1
chr1_.391	0.216981132075472	46	1
chr1_.398	0.165094339622642	35	1
chr1_.401	0.617924528301887	131	1
chr1_.402	0.165094339622642	35	1
chr1_.404	0.216981132075472	46	1
chr1_.405	0.617924528301887	131	1
chr1_.406	0.216981132075472	46	1
chr1_.413	0.443396226415094	94	1
chr1_.415	0.216981132075472	46	1
chr1_.417	0.226415094339623	48	1
chr1_.418	0.405660377358491	86	1
chr1_.420	0.216981132075472	46	1
chr1_.423	0.216981132075472	46	1
chr1_.426	0.188679245283019	40	1
chr1_.429	0.226415094339623	48	1
chr1_.430	0.391509433962264	83	1
chr1_.433	0.226415094339623	48	1
chr1_.442	0.391509433962264	83	1
chr1_.444	0.391509433962264	83	1
chr1_.445	0.35377358490566	75	1
chr1_.447	0.165094339622642	35	1
chr1_.449	0.165094339622642	35	1
chr1_.450	0.165094339622642	35	1
chr1_.454	0.226415094339623	48	1
chr1_.457	0.391509433962264	83	1
chr1_.459	0.165094339622642	35	1
chr1_.462	0.226415094339623	48	1
chr1_.463	1	212	1
chr1_.472	0.216981132075472	46	1
chr1_.474	1	212	1
chr1_.478	1	212	1
chr1_.479	0.391509433962264	83	1
chr1_.480	0.608490566037736	129	1
chr1_.482	1	212	1
chr1_.483	0.391509433962264	83	1
chr1_.484	0.165094339622642	35	1
chr1_.485	0.617924528301887	131	1
chr1_.487	0.382075471698113	81	1
chr1_.488	0.617924528301887	131	1
chr1_.489	0.216981132075472	46	1
chr1_.490	0.783018867924528	166	1
chr1_.493	0.216981132075472	46	1
chr1_.494	0.165094339622642	35	1
chr1_.496	0.165094339622642	35	1
chr1_.497	0.216981132075472	46	1
chr1_.500	1	212	1
chr1_.2	0.191256830601093	35	2
chr1_.3	0.808743169398907	148	2
chr1_.18	1	183	2
chr1_.35	0.360655737704918	66	2
chr1_.36	0.46448087431694	85	2
chr1_.37	0.360655737704918	66	2
chr1_.38	0.46448087431694	85	2
chr1_.41	0.360655737704918	66	2
chr1_.43	0.360655737704918	66	2
chr1_.51	0.53551912568306	98	2
chr1_.53	0.191256830601093	35	2
chr1_.57	0.174863387978142	32	2
chr1_.58	0.360655737704918	66	2
chr1_.64	0.273224043715847	50	2
chr1_.66	0.366120218579235	67	2
chr1_.70	0.191256830601093	35	2
chr1_.71	0.174863387978142	32	2
chr1_.73	0.360655737704918	66	2
chr1_.75	0.360655737704918	66	2
chr1_.79	0.360655737704918	66	2
chr1_.80	0.726775956284153	133	2
chr1_.82	0.551912568306011	101	2
chr1_.83	0.53551912568306	98	2
chr1_.85	0.174863387978142	32	2
chr1_.86	0.191256830601093	35	2
chr1_.88	0.825136612021858	151	2
chr1_.91	0.551912568306011	101	2
chr1_.93	1	183	2
chr1_.96	0.46448087431694	85	2
chr1_.98	0.191256830601093	35	2
chr1_.100	0.726775956284153	133	2
chr1_.102	0.53551912568306	98	2
chr1_.103	0.46448087431694	85	2
chr1_.104	1	183	2
chr1_.112	0.191256830601093	35	2
chr1_.113	1	183	2
chr1_.118	0.639344262295082	117	2
chr1_.119	0.169398907103825	31	2
chr1_.120	0.46448087431694	85	2
chr1_.121	0.169398907103825	31	2
chr1_.125	0.808743169398907	148	2
chr1_.127	0.174863387978142	32	2
chr1_.140	0.191256830601093	35	2
chr1_.141	0.273224043715847	50	2
chr1_.143	0.46448087431694	85	2
chr1_.146	0.825136612021858	151	2
chr1_.149	0.360655737704918	66	2
chr1_.150	0.53551912568306	98	2
chr1_.152	0.633879781420765	116	2
chr1_.153	0.273224043715847	50	2
chr1_.156	0.273224043715847	50	2
chr1_.163	0.360655737704918	66	2
chr1_.164	0.191256830601093	35	2
chr1_.166	0.360655737704918	66	2
chr1_.168	0.808743169398907	148	2
chr1_.170	0.830601092896175	152	2
chr1_.171	0.191256830601093	35	2
chr1_.174	0.169398907103825	31	2
chr1_.175	0.169398907103825	31	2
chr1_.189	0.46448087431694	85	2
chr1_.191	0.174863387978142	32	2
chr1_.197	0.174863387978142	32	2
chr1_.198	0.169398907103825	31	2
chr1_.202	0.169398907103825	31	2
chr1_.204	0.360655737704918	66	2
chr1_.206	0.360655737704918	66	2
chr1_.210	0.360655737704918	66	2
chr1_.213	0.360655737704918	66	2
chr1_.214	0.174863387978142	32	2
chr1_.215	0.360655737704918	66	2
chr1_.216	0.174863387978142	32	2
chr1_.217	0.174863387978142	32	2
chr1_.219	0.53551912568306	98	2
chr1_.221	0.360655737704918	66	2
chr1_.222	0.46448087431694	85	2
chr1_.223	0.360655737704918	66	2
chr1_.224	0.273224043715847	50	2
chr1_.225	0.46448087431694	85	2
chr1_.226	0.360655737704918	66	2
chr1_.227	0.273224043715847	50	2
chr1_.228	0.360655737704918	66	2
chr1_.230	0.360655737704918	66	2
chr1_.232	0.191256830601093	35	2
chr1_.233	0.174863387978142	32	2
chr1_.236	0.191256830601093	35	2
chr1_.237	0.808743169398907	148	2
chr1_.238	0.360655737704918	66	2
chr1_.240	1	183	2
chr1_.241	0.639344262295082	117	2
chr1_.244	0.174863387978142	32	2
chr1_.245	0.639344262295082	117	2
chr1_.247	0.366120218579235	67	2
chr1_.251	0.360655737704918	66	2
chr1_.253	0.366120218579235	67	2
chr1_.255	0.448087431693989	82	2
chr1_.256	0.808743169398907	148	2
chr1_.257	0.273224043715847	50	2
chr1_.260	0.639344262295082	117	2
chr1_.262	1	183	2
chr1_.264	0.273224043715847	50	2
chr1_.266	0.174863387978142	32	2
chr1_.269	0.360655737704918	66	2
chr1_.272	0.360655737704918	66	2
chr1_.280	0.174863387978142	32	2
chr1_.287	0.174863387978142	32	2
chr1_.291	0.360655737704918	66	2
chr1_.293	0.360655737704918	66	2
chr1_.295	0.655737704918033	120	2
chr1_.298	0.46448087431694	85	2
chr1_.302	1	183	2
chr1_.307	0.191256830601093	35	2
chr1_.309	0.639344262295082	117	2
chr1_.315	0.360655737704918	66	2
chr1_.316	0.360655737704918	66	2
chr1_.321	0.169398907103825	31	2
chr1_.325	0.191256830601093	35	2
chr1_.327	0.191256830601093	35	2
chr1_.331	0.366120218579235	67	2
chr1_.339	0.174863387978142	32	2
chr1_.343	0.191256830601093	35	2
chr1_.346	0.191256830601093	35	2
chr1_.358	0.169398907103825	31	2
chr1_.361	0.169398907103825	31	2
chr1_.363	0.169398907103825	31	2
chr1_.366	0.191256830601093	35	2
chr1_.372	0.360655737704918	66	2
chr1_.383	0.191256830601093	35	2
chr1_.385	0.191256830601093	35	2
chr1_.394	0.174863387978142	32	2
chr1_.399	0.174863387978142	32	2
chr1_.400	0.360655737704918	66	2
chr1_.404	0.360655737704918	66	2
chr1_.411	1	183	2
chr1_.413	0.726775956284153	133	2
chr1_.414	0.46448087431694	85	2
chr1_.416	1	183	2
chr1_.422	0.46448087431694	85	2
chr1_.426	0.174863387978142	32	2
chr1_.428	0.174863387978142	32	2
chr1_.442	0.191256830601093	35	2
chr1_.444	0.191256830601093	35	2
chr1_.446	0.169398907103825	31	2
chr1_.448	0.360655737704918	66	2
chr1_.455	0.169398907103825	31	2
chr1_.462	0.360655737704918	66	2
chr1_.463	0.273224043715847	50	2
chr1_.465	0.633879781420765	116	2
chr1_.467	0.169398907103825	31	2
chr1_.474	0.639344262295082	117	2
chr1_.476	1	183	2
chr1_.478	0.273224043715847	50	2
chr1_.479	0.174863387978142	32	2
chr1_.480	0.360655737704918	66	2
chr1_.482	1	183	2
chr1_.490	0.53551912568306	98	2
chr1_.492	0.360655737704918	66	2
chr1_.493	0.174863387978142	32	2
chr1_.495	0.551912568306011	101	2
chr1_.497	0.53551912568306	98	2
chr1_.500	1	183	2
chr1_.4	0.363157894736842	69	3
chr1_.7	0.2	38	3
chr1_.8	0.163157894736842	31	3
chr1_.12	1	190	3
chr1_.14	0.363157894736842	69	3
chr1_.16	1	190	3
chr1_.19	0.242105263157895	46	3
chr1_.21	0.394736842105263	75	3
chr1_.22	0.242105263157895	46	3
chr1_.26	0.163157894736842	31	3
chr1_.29	0.205263157894737	39	3
chr1_.34	0.205263157894737	39	3
chr1_.41	0.557894736842105	106	3
chr1_.42	0.2	38	3
chr1_.44	0.363157894736842	69	3
chr1_.45	0.163157894736842	31	3
chr1_.47	0.757894736842105	144	3
chr1_.48	0.163157894736842	31	3
chr1_.52	0.163157894736842	31	3
chr1_.55	0.163157894736842	31	3
chr1_.57	0.2	38	3
chr1_.59	0.163157894736842	31	3
chr1_.61	0.2	38	3
chr1_.62	1	190	3
chr1_.64	1	190	3
chr1_.65	0.8	152	3
chr1_.67	0.2	38	3
chr1_.75	0.205263157894737	39	3
chr1_.76	0.2	38	3
chr1_.77	0.2	38	3
chr1_.78	0.205263157894737	39	3
chr1_.81	0.242105263157895	46	3
chr1_.86	0.2	38	3
chr1_.89	0.189473684210526	36	3
chr1_.92	0.389473684210526	74	3
chr1_.94	0.205263157894737	39	3
chr1_.95	0.352631578947368	67	3
chr1_.99	0.368421052631579	70	3
chr1_.100	0.205263157894737	39	3
chr1_.101	0.242105263157895	46	3
chr1_.103	0.189473684210526	36	3
chr1_.105	0.594736842105263	113	3
chr1_.110	0.2	38	3
chr1_.111	0.163157894736842	31	3
chr1_.113	1	190	3
chr1_.116	1	190	3
chr1_.117	0.163157894736842	31	3
chr1_.118	0.189473684210526	36	3
chr1_.119	0.163157894736842	31	3
chr1_.121	0.631578947368421	120	3
chr1_.122	0.368421052631579	70	3
chr1_.126	1	190	3
chr1_.131	0.557894736842105	106	3
chr1_.134	0.205263157894737	39	3
chr1_.135	0.2	38	3
chr1_.136	0.352631578947368	67	3
chr1_.140	0.2	38	3
chr1_.143	0.557894736842105	106	3
chr1_.147	0.242105263157895	46	3
chr1_.150	0.242105263157895	46	3
chr1_.151	0.242105263157895	46	3
chr1_.155	0.242105263157895	46	3
chr1_.156	0.557894736842105	106	3
chr1_.157	0.242105263157895	46	3
chr1_.159	0.557894736842105	106	3
chr1_.162	0.242105263157895	46	3
chr1_.167	0.242105263157895	46	3
chr1_.169	0.163157894736842	31	3
chr1_.171	0.405263157894737	77	3
chr1_.174	0.2	38	3
chr1_.175	0.557894736842105	106	3
chr1_.176	0.2	38	3
chr1_.177	0.163157894736842	31	3
chr1_.178	0.2	38	3
chr1_.179	0.189473684210526	36	3
chr1_.180	0.242105263157895	46	3
chr1_.181	0.594736842105263	113	3
chr1_.184	0.242105263157895	46	3
chr1_.187	0.442105263157895	84	3
chr1_.189	0.242105263157895	46	3
chr1_.190	0.2	38	3
chr1_.192	0.189473684210526	36	3
chr1_.195	0.189473684210526	36	3
chr1_.196	0.2	38	3
chr1_.199	0.2	38	3
chr1_.200	0.2	38	3
chr1_.201	0.189473684210526	36	3
chr1_.202	0.368421052631579	70	3
chr1_.203	0.431578947368421	82	3
chr1_.205	0.242105263157895	46	3
chr1_.206	0.2	38	3
chr1_.209	0.8	152	3
chr1_.210	0.2	38	3
chr1_.217	0.242105263157895	46	3
chr1_.218	0.2	38	3
chr1_.221	0.2	38	3
chr1_.222	0.242105263157895	46	3
chr1_.224	0.163157894736842	31	3
chr1_.226	0.363157894736842	69	3
chr1_.228	0.2	38	3
chr1_.229	0.163157894736842	31	3
chr1_.231	0.163157894736842	31	3
chr1_.240	0.242105263157895	46	3
chr1_.244	0.405263157894737	77	3
chr1_.246	0.205263157894737	39	3
chr1_.248	0.405263157894737	77	3
chr1_.250	0.568421052631579	108	3
chr1_.253	0.442105263157895	84	3
chr1_.255	0.647368421052632	123	3
chr1_.258	0.2	38	3
chr1_.261	0.2	38	3
chr1_.263	0.242105263157895	46	3
chr1_.265	0.394736842105263	75	3
chr1_.267	0.636842105263158	121	3
chr1_.269	0.557894736842105	106	3
chr1_.271	0.557894736842105	106	3
chr1_.286	0.242105263157895	46	3
chr1_.291	0.8	152	3
chr1_.293	0.242105263157895	46	3
chr1_.295	0.8	152	3
chr1_.299	0.442105263157895	84	3
chr1_.302	0.242105263157895	46	3
chr1_.303	0.2	38	3
chr1_.307	1	190	3
chr1_.310	0.242105263157895	46	3
chr1_.312	0.242105263157895	46	3
chr1_.313	0.394736842105263	75	3
chr1_.314	0.394736842105263	75	3
chr1_.315	0.394736842105263	75	3
chr1_.316	0.394736842105263	75	3
chr1_.318	0.605263157894737	115	3
chr1_.319	0.394736842105263	75	3
chr1_.322	0.405263157894737	77	3
chr1_.323	0.189473684210526	36	3
chr1_.326	0.2	38	3
chr1_.327	0.189473684210526	36	3
chr1_.328	0.242105263157895	46	3
chr1_.329	0.189473684210526	36	3
chr1_.330	0.242105263157895	46	3
chr1_.333	0.242105263157895	46	3
chr1_.348	0.557894736842105	106	3
chr1_.350	0.557894736842105	106	3
chr1_.353	0.557894736842105	106	3
chr1_.354	0.394736842105263	75	3
chr1_.355	1	190	3
chr1_.362	0.605263157894737	115	3
chr1_.363	0.394736842105263	75	3
chr1_.364	0.442105263157895	84	3
chr1_.369	0.163157894736842	31	3
chr1_.372	0.163157894736842	31	3
chr1_.376	0.368421052631579	70	3
chr1_.378	0.205263157894737	39	3
chr1_.380	0.557894736842105	106	3
chr1_.383	0.242105263157895	46	3
chr1_.386	0.442105263157895	84	3
chr1_.387	0.447368421052632	85	3
chr1_.388	0.394736842105263	75	3
chr1_.389	0.836842105263158	159	3
chr1_.392	0.552631578947368	105	3
chr1_.393	0.205263157894737	39	3
chr1_.395	0.636842105263158	121	3
chr1_.396	0.363157894736842	69	3
chr1_.398	0.394736842105263	75	3
chr1_.400	0.2	38	3
chr1_.403	0.242105263157895	46	3
chr1_.404	0.557894736842105	106	3
chr1_.406	0.836842105263158	159	3
chr1_.408	1	190	3
chr1_.414	1	190	3
chr1_.420	0.163157894736842	31	3
chr1_.424	0.2	38	3
chr1_.431	0.242105263157895	46	3
chr1_.432	0.2	38	3
chr1_.435	0.2	38	3
chr1_.436	0.242105263157895	46	3
chr1_.437	0.189473684210526	36	3
chr1_.439	0.189473684210526	36	3
chr1_.442	0.557894736842105	106	3
chr1_.444	0.352631578947368	67	3
chr1_.445	0.242105263157895	46	3
chr1_.446	0.557894736842105	106	3
chr1_.448	0.189473684210526	36	3
chr1_.449	0.205263157894737	39	3
chr1_.450	0.363157894736842	69	3
chr1_.453	1	190	3
chr1_.459	0.189473684210526	36	3
chr1_.464	0.189473684210526	36	3
chr1_.466	0.431578947368421	82	3
chr1_.467	0.205263157894737	39	3
chr1_.468	0.163157894736842	31	3
chr1_.469	0.205263157894737	39	3
chr1_.470	0.242105263157895	46	3
chr1_.473	0.394736842105263	75	3
chr1_.474	0.242105263157895	46	3
chr1_.475	0.394736842105263	75	3
chr1_.476	0.447368421052632	85	3
chr1_.477	0.163157894736842	31	3
chr1_.482	0.189473684210526	36	3
chr1_.484	0.389473684210526	74	3
chr1_.487	0.2	38	3
chr1_.488	0.2	38	3
chr1_.490	0.189473684210526	36	3
chr1_.494	0.557894736842105	106	3
chr1_.496	0.368421052631579	70	3
chr1_.499	0.189473684210526	36	3
chr1_.500	1	190	3
chr1_.1	1	224	4
chr1_.3	1	224	4
chr1_.5	0.397321428571429	89	4
chr1_.13	0.205357142857143	46	4
chr1_.16	0.205357142857143	46	4
chr1_.22	0.794642857142857	178	4
chr1_.25	0.598214285714286	134	4
chr1_.26	0.419642857142857	94	4
chr1_.27	0.223214285714286	50	4
chr1_.29	0.375	84	4
chr1_.36	0.375	84	4
chr1_.37	0.205357142857143	46	4
chr1_.39	0.205357142857143	46	4
chr1_.40	0.571428571428571	128	4
chr1_.43	0.575892857142857	129	4
chr1_.45	0.174107142857143	39	4
chr1_.47	0.205357142857143	46	4
chr1_.51	0.428571428571429	96	4
chr1_.54	0.196428571428571	44	4
chr1_.56	1	224	4
chr1_.58	0.205357142857143	46	4
chr1_.59	1	224	4
chr1_.64	0.223214285714286	50	4
chr1_.66	0.223214285714286	50	4
chr1_.67	0.196428571428571	44	4
chr1_.68	0.223214285714286	50	4
chr1_.73	0.428571428571429	96	4
chr1_.76	0.428571428571429	96	4
chr1_.78	0.196428571428571	44	4
chr1_.79	0.428571428571429	96	4
chr1_.82	0.200892857142857	45	4
chr1_.83	0.174107142857143	39	4
chr1_.86	0.174107142857143	39	4
chr1_.87	0.825892857142857	185	4
chr1_.89	0.428571428571429	96	4
chr1_.90	0.196428571428571	44	4
chr1_.93	0.428571428571429	96	4
chr1_.94	0.200892857142857	45	4
chr1_.96	0.629464285714286	141	4
chr1_.105	1	224	4
chr1_.108	0.580357142857143	130	4
chr1_.109	0.196428571428571	44	4
chr1_.112	0.196428571428571	44	4
chr1_.113	0.223214285714286	50	4
chr1_.115	0.223214285714286	50	4
chr1_.121	0.40625	91	4
chr1_.123	0.799107142857143	179	4
chr1_.128	0.794642857142857	178	4
chr1_.131	1	224	4
chr1_.132	0.200892857142857	45	4
chr1_.133	0.397321428571429	89	4
chr1_.135	0.598214285714286	134	4
chr1_.139	0.424107142857143	95	4
chr1_.143	0.196428571428571	44	4
chr1_.148	0.196428571428571	44	4
chr1_.155	1	224	4
chr1_.157	0.799107142857143	179	4
chr1_.159	0.174107142857143	39	4
chr1_.162	0.375	84	4
chr1_.166	0.428571428571429	96	4
chr1_.169	0.196428571428571	44	4
chr1_.170	0.428571428571429	96	4
chr1_.171	0.205357142857143	46	4
chr1_.172	0.196428571428571	44	4
chr1_.173	0.196428571428571	44	4
chr1_.182	0.223214285714286	50	4
chr1_.184	0.223214285714286	50	4
chr1_.190	0.223214285714286	50	4
chr1_.192	0.223214285714286	50	4
chr1_.197	0.200892857142857	45	4
chr1_.200	0.375	84	4
chr1_.202	0.428571428571429	96	4
chr1_.203	0.370535714285714	83	4
chr1_.204	0.205357142857143	46	4
chr1_.205	0.602678571428571	135	4
chr1_.206	0.200892857142857	45	4
chr1_.207	0.602678571428571	135	4
chr1_.208	0.196428571428571	44	4
chr1_.209	0.200892857142857	45	4
chr1_.210	0.196428571428571	44	4
chr1_.212	0.428571428571429	96	4
chr1_.214	0.629464285714286	141	4
chr1_.221	0.196428571428571	44	4
chr1_.222	0.223214285714286	50	4
chr1_.224	0.419642857142857	94	4
chr1_.228	0.174107142857143	39	4
chr1_.229	0.598214285714286	134	4
chr1_.232	0.223214285714286	50	4
chr1_.233	0.375	84	4
chr1_.238	0.200892857142857	45	4
chr1_.239	1	224	4
chr1_.241	1	224	4
chr1_.242	0.200892857142857	45	4
chr1_.245	0.200892857142857	45	4
chr1_.246	0.196428571428571	44	4
chr1_.252	0.174107142857143	39	4
chr1_.253	0.196428571428571	44	4
chr1_.256	0.196428571428571	44	4
chr1_.262	0.825892857142857	185	4
chr1_.264	1	224	4
chr1_.268	0.205357142857143	46	4
chr1_.273	0.205357142857143	46	4
chr1_.276	1	224	4
chr1_.279	1	224	4
chr1_.282	0.174107142857143	39	4
chr1_.283	1	224	4
chr1_.285	0.174107142857143	39	4
chr1_.286	0.200892857142857	45	4
chr1_.292	0.200892857142857	45	4
chr1_.294	0.200892857142857	45	4
chr1_.304	0.174107142857143	39	4
chr1_.308	0.223214285714286	50	4
chr1_.310	1	224	4
chr1_.312	1	224	4
chr1_.318	0.428571428571429	96	4
chr1_.330	0.174107142857143	39	4
chr1_.332	0.174107142857143	39	4
chr1_.334	0.196428571428571	44	4
chr1_.339	0.401785714285714	90	4
chr1_.340	0.196428571428571	44	4
chr1_.342	0.428571428571429	96	4
chr1_.344	0.428571428571429	96	4
chr1_.345	0.370535714285714	83	4
chr1_.346	0.799107142857143	179	4
chr1_.348	0.200892857142857	45	4
chr1_.351	0.799107142857143	179	4
chr1_.353	0.196428571428571	44	4
chr1_.355	0.200892857142857	45	4
chr1_.360	0.200892857142857	45	4
chr1_.361	0.799107142857143	179	4
chr1_.363	0.223214285714286	50	4
chr1_.366	0.575892857142857	129	4
chr1_.367	0.223214285714286	50	4
chr1_.370	0.200892857142857	45	4
chr1_.373	0.174107142857143	39	4
chr1_.377	0.174107142857143	39	4
chr1_.381	0.174107142857143	39	4
chr1_.391	0.375	84	4
chr1_.393	0.625	140	4
chr1_.395	0.205357142857143	46	4
chr1_.397	1	224	4
chr1_.406	0.223214285714286	50	4
chr1_.409	0.200892857142857	45	4
chr1_.410	0.223214285714286	50	4
chr1_.417	0.223214285714286	50	4
chr1_.420	0.205357142857143	46	4
chr1_.422	0.401785714285714	90	4
chr1_.424	0.196428571428571	44	4
chr1_.429	0.200892857142857	45	4
chr1_.433	0.200892857142857	45	4
chr1_.436	0.200892857142857	45	4
chr1_.439	0.200892857142857	45	4
chr1_.440	0.200892857142857	45	4
chr1_.445	0.196428571428571	44	4
chr1_.448	0.196428571428571	44	4
chr1_.451	0.196428571428571	44	4
chr1_.455	0.625	140	4
chr1_.456	0.200892857142857	45	4
chr1_.459	0.375	84	4
chr1_.460	0.625	140	4
chr1_.463	0.200892857142857	45	4
chr1_.465	0.200892857142857	45	4
chr1_.471	0.397321428571429	89	4
chr1_.473	0.397321428571429	89	4
chr1_.474	0.174107142857143	39	4
chr1_.494	0.375	84	4
chr1_.495	0.174107142857143	39	4
chr1_.497	0.174107142857143	39	4
chr1_.498	0.174107142857143	39	4
chr1_.500	1	224	4
chr1_.1	0.166666666666667	33	5
chr1_.2	0.833333333333333	165	5
chr1_.4	1	198	5
chr1_.13	0.378787878787879	75	5
chr1_.15	0.212121212121212	42	5
chr1_.17	0.252525252525253	50	5
chr1_.18	0.323232323232323	64	5
chr1_.19	0.212121212121212	42	5
chr1_.20	0.252525252525253	50	5
chr1_.21	0.252525252525253	50	5
chr1_.22	0.156565656565657	31	5
chr1_.25	0.252525252525253	50	5
chr1_.31	0.252525252525253	50	5
chr1_.33	0.419191919191919	83	5
chr1_.35	0.166666666666667	33	5
chr1_.36	0.676767676767677	134	5
chr1_.37	0.156565656565657	31	5
chr1_.39	0.323232323232323	64	5
chr1_.42	0.676767676767677	134	5
chr1_.43	0.323232323232323	64	5
chr1_.46	0.323232323232323	64	5
chr1_.49	0.323232323232323	64	5
chr1_.52	1	198	5
chr1_.54	1	198	5
chr1_.59	0.212121212121212	42	5
chr1_.60	0.787878787878788	156	5
chr1_.62	0.424242424242424	84	5
chr1_.65	0.464646464646465	92	5
chr1_.72	0.676767676767677	134	5
chr1_.75	0.464646464646465	92	5
chr1_.78	0.212121212121212	42	5
chr1_.79	0.464646464646465	92	5
chr1_.80	0.378787878787879	75	5
chr1_.83	0.323232323232323	64	5
chr1_.84	0.166666666666667	33	5
chr1_.85	0.323232323232323	64	5
chr1_.86	0.676767676767677	134	5
chr1_.90	0.590909090909091	117	5
chr1_.91	0.252525252525253	50	5
chr1_.93	0.156565656565657	31	5
chr1_.101	1	198	5
chr1_.103	1	198	5
chr1_.113	0.156565656565657	31	5
chr1_.118	0.212121212121212	42	5
chr1_.120	0.212121212121212	42	5
chr1_.125	0.464646464646465	92	5
chr1_.126	0.323232323232323	64	5
chr1_.128	0.464646464646465	92	5
chr1_.129	0.323232323232323	64	5
chr1_.131	0.156565656565657	31	5
chr1_.132	0.212121212121212	42	5
chr1_.137	0.156565656565657	31	5
chr1_.139	0.212121212121212	42	5
