CNV	freq	event_N
chr1_.78	0.336206896551724	78
chr1_.79	0.46551724137931	108
chr1_.80	0.310344827586207	72
chr1_.81	0.344827586206897	80
chr1_.82	0.301724137931034	70
chr1_.83	0.275862068965517	64
chr1_.84	0.336206896551724	78
chr1_.85	0.396551724137931	92
chr1_.86	0.181034482758621	42
chr1_.87	0.301724137931034	70
chr1_.88	0.172413793103448	40
chr1_.89	0.120689655172414	28
chr1_.90	0.241379310344828	56
chr1_.91	0.387931034482759	90
chr1_.92	0.181034482758621	42
chr1_.93	0.0862068965517241	20
chr1_.94	0.267241379310345	62
chr1_.95	0.327586206896552	76
chr1_.96	0.310344827586207	72
chr1_.97	0.327586206896552	76
chr1_.98	0.241379310344828	56
chr1_.99	0.25	58
chr1_.100	0.267241379310345	62
chr1_.101	0.741379310344828	172
chr1_.102	0.112068965517241	26
chr1_.103	0.0603448275862069	14
chr1_.104	0.120689655172414	28
chr1_.105	0.137931034482759	32
chr1_.106	0.327586206896552	76
chr1_.107	0.21551724137931	50
chr1_.108	0.146551724137931	34
chr1_.109	0.0775862068965517	18
chr1_.110	0.181034482758621	42
chr1_.111	0.310344827586207	72
chr1_.112	0.379310344827586	88
chr1_.113	0.439655172413793	102
chr1_.114	0.327586206896552	76
chr1_.115	0.568965517241379	132
chr1_.116	0.146551724137931	34
chr1_.117	0.344827586206897	80
chr1_.118	0.232758620689655	54
chr1_.119	0.224137931034483	52
chr1_.120	0.422413793103448	98
chr1_.121	0.456896551724138	106
chr1_.122	0.396551724137931	92
chr1_.123	0.896551724137931	208
chr1_.124	0.206896551724138	48
chr1_.125	0.758620689655172	176
chr1_.126	0.310344827586207	72
chr1_.127	0.413793103448276	96
chr1_.128	0.258620689655172	60
chr1_.129	0.172413793103448	40
chr1_.130	0.482758620689655	112
chr1_.131	0.810344827586207	188
chr1_.132	0.258620689655172	60
chr1_.133	0.78448275862069	182
chr1_.134	0.577586206896552	134
chr1_.135	0.198275862068966	46
chr1_.136	0.137931034482759	32
chr1_.137	0.181034482758621	42
chr1_.138	0.181034482758621	42
chr1_.139	0.181034482758621	42
chr1_.140	0.698275862068966	162
chr1_.141	0.232758620689655	54
chr1_.142	0.46551724137931	108
chr1_.143	0.301724137931034	70
chr1_.144	0.53448275862069	124
chr1_.145	0.0948275862068965	22
chr1_.146	0.396551724137931	92
chr1_.147	0.241379310344828	56
chr1_.148	0.379310344827586	88
chr1_.149	0.275862068965517	64
chr1_.150	0.267241379310345	62
chr1_.151	0.603448275862069	140
chr1_.152	0.28448275862069	66
chr1_.153	0.241379310344828	56
chr1_.154	0.0517241379310345	12
chr1_.155	0.844827586206897	196
chr1_.156	0.172413793103448	40
chr1_.157	0.163793103448276	38
chr1_.158	0.0775862068965517	18
chr1_.159	0.267241379310345	62
chr1_.160	0.318965517241379	74
chr1_.161	0.517241379310345	120
chr1_.162	0.327586206896552	76
chr1_.163	0.560344827586207	130
chr1_.164	0.163793103448276	38
chr1_.165	0.0948275862068965	22
chr1_.166	0.456896551724138	106
chr1_.167	0.336206896551724	78
chr1_.168	0.155172413793103	36
chr1_.169	0.28448275862069	66
chr1_.170	0.232758620689655	54
chr1_.171	0.267241379310345	62
chr1_.172	0.396551724137931	92
chr1_.173	0.482758620689655	112
chr1_.174	0.241379310344828	56
chr1_.175	0.172413793103448	40
chr1_.176	0.232758620689655	54
chr1_.177	0.258620689655172	60
chr1_.178	0.224137931034483	52
chr1_.179	0.21551724137931	50
chr1_.180	0.344827586206897	80
chr1_.181	0.379310344827586	88
chr1_.182	0.362068965517241	84
chr1_.183	0.137931034482759	32
chr1_.184	0.293103448275862	68
chr1_.185	0.241379310344828	56
chr1_.186	0.422413793103448	98
chr1_.187	0.181034482758621	42
chr1_.188	0.698275862068966	162
chr1_.189	0.293103448275862	68
chr1_.190	0.224137931034483	52
chr1_.191	0.189655172413793	44
chr1_.192	0.293103448275862	68
chr1_.193	0.146551724137931	34
chr1_.194	0.129310344827586	30
chr1_.195	0.827586206896552	192
chr1_.196	0.103448275862069	24
chr1_.197	0.189655172413793	44
chr1_.198	0.0603448275862069	14
chr1_.199	0.0689655172413793	16
chr1_.200	0.0431034482758621	10
chr1_.201	0.21551724137931	50
chr1_.202	0.103448275862069	24
chr1_.203	0.103448275862069	24
chr1_.204	0.155172413793103	36
chr1_.205	0.0862068965517241	20
chr1_.206	0.224137931034483	52
chr1_.207	0.327586206896552	76
chr1_.208	0.637931034482759	148
chr1_.209	0.21551724137931	50
chr1_.210	0.181034482758621	42
chr1_.211	0.422413793103448	98
chr1_.212	0.327586206896552	76
chr1_.213	0.275862068965517	64
chr1_.214	0.379310344827586	88
chr1_.215	0.21551724137931	50
chr1_.216	0.293103448275862	68
chr1_.217	0.241379310344828	56
chr1_.218	0.336206896551724	78
chr1_.219	0.21551724137931	50
chr1_.220	0.422413793103448	98
chr1_.221	0.344827586206897	80
chr1_.222	0.189655172413793	44
chr1_.223	0.224137931034483	52
chr1_.224	0.206896551724138	48
chr1_.225	0.379310344827586	88
chr1_.226	0.439655172413793	102
chr1_.227	0.362068965517241	84
chr1_.228	0.21551724137931	50
chr1_.229	0.353448275862069	82
chr1_.230	0.422413793103448	98
chr1_.231	0.206896551724138	48
chr1_.232	0.310344827586207	72
chr1_.233	0.301724137931034	70
chr1_.234	0.267241379310345	62
chr1_.235	0.301724137931034	70
chr1_.236	0.25	58
chr1_.237	0.5	116
chr1_.238	0.267241379310345	62
chr1_.239	0.163793103448276	38
chr1_.240	0.206896551724138	48
chr1_.241	0.362068965517241	84
chr1_.242	0.232758620689655	54
chr1_.243	0.120689655172414	28
chr1_.244	0.577586206896552	134
chr1_.245	0.198275862068966	46
chr1_.246	0.327586206896552	76
chr1_.247	0.172413793103448	40
chr1_.248	0.267241379310345	62
chr1_.249	0.146551724137931	34
chr1_.250	0.146551724137931	34
chr1_.251	0.310344827586207	72
chr1_.252	0.206896551724138	48
chr1_.253	0.0862068965517241	20
chr1_.254	0.431034482758621	100
chr1_.255	0.0431034482758621	10
chr1_.256	0.224137931034483	52
chr1_.257	0.396551724137931	92
chr1_.258	0.21551724137931	50
chr1_.259	0.181034482758621	42
chr1_.260	0.767241379310345	178
chr1_.261	0.362068965517241	84
chr1_.262	0.318965517241379	74
chr1_.263	0.206896551724138	48
chr1_.264	0.310344827586207	72
chr1_.265	0.525862068965517	122
chr1_.266	0.586206896551724	136
chr1_.267	0.0862068965517241	20
chr1_.268	0.844827586206897	196
chr1_.269	0.241379310344828	56
chr1_.270	0.370689655172414	86
chr1_.271	0.379310344827586	88
chr1_.272	0.28448275862069	66
chr1_.273	0.431034482758621	100
chr1_.274	0.0689655172413793	16
chr1_.275	0.405172413793103	94
chr1_.276	0.267241379310345	62
chr1_.277	0.612068965517241	142
chr1_.278	0.370689655172414	86
chr1_.279	0.318965517241379	74
chr1_.280	0.21551724137931	50
chr1_.281	0.181034482758621	42
chr1_.282	0.155172413793103	36
chr1_.283	0.810344827586207	188
chr1_.284	0.28448275862069	66
chr1_.285	0.793103448275862	184
chr1_.286	0.336206896551724	78
chr1_.287	0.637931034482759	148
chr1_.288	0.275862068965517	64
chr1_.289	0.594827586206897	138
chr1_.290	0.189655172413793	44
chr1_.291	0.275862068965517	64
chr1_.292	0.0862068965517241	20
chr1_.293	0.258620689655172	60
chr1_.294	0.336206896551724	78
chr1_.295	0.28448275862069	66
chr1_.296	0.155172413793103	36
chr1_.297	0.431034482758621	100
chr1_.298	0.422413793103448	98
chr1_.299	0.267241379310345	62
chr1_.300	0.181034482758621	42
chr1_.301	0.379310344827586	88
chr1_.302	0.0948275862068965	22
chr1_.303	0.431034482758621	100
chr1_.304	0.155172413793103	36
chr1_.305	0.620689655172414	144
chr1_.306	0.0862068965517241	20
chr1_.307	0.318965517241379	74
chr1_.308	0.327586206896552	76
chr1_.309	0.181034482758621	42
chr1_.310	0.543103448275862	126
chr1_.311	0.21551724137931	50
chr1_.312	0.267241379310345	62
chr1_.313	0.258620689655172	60
chr1_.314	0.413793103448276	96
chr1_.315	0.637931034482759	148
chr1_.316	0.508620689655172	118
chr1_.317	0.120689655172414	28
chr1_.318	0.189655172413793	44
chr1_.319	0.232758620689655	54
chr1_.320	0.318965517241379	74
chr1_.321	0.396551724137931	92
chr1_.322	0.275862068965517	64
chr1_.323	0.0517241379310345	12
chr1_.324	0.0948275862068965	22
chr1_.325	0.301724137931034	70
chr1_.326	0.887931034482759	206
chr1_.327	0.129310344827586	30
chr1_.328	0.827586206896552	192
chr1_.329	0.0431034482758621	10
chr1_.330	0.439655172413793	102
chr1_.331	0.310344827586207	72
chr1_.332	0.5	116
chr1_.333	0.189655172413793	44
chr1_.334	0.0689655172413793	16
chr1_.335	0.241379310344828	56
chr1_.336	0.0948275862068965	22
chr1_.337	0.198275862068966	46
chr1_.338	0.612068965517241	142
chr1_.339	0.439655172413793	102
chr1_.340	0.560344827586207	130
chr1_.341	0.53448275862069	124
chr1_.342	0.387931034482759	90
chr1_.343	0.103448275862069	24
chr1_.344	0.913793103448276	212
chr1_.345	0.206896551724138	48
chr1_.346	0.801724137931034	186
chr1_.347	0.172413793103448	40
chr1_.348	0.448275862068966	104
chr1_.349	0.112068965517241	26
chr1_.350	0.568965517241379	132
chr1_.351	0.112068965517241	26
chr1_.352	0.508620689655172	118
chr1_.353	0.275862068965517	64
chr1_.354	0.439655172413793	102
chr1_.355	0.103448275862069	24
chr1_.356	0.103448275862069	24
chr1_.357	0.327586206896552	76
chr1_.358	0.362068965517241	84
chr1_.359	0.163793103448276	38
chr1_.360	0.318965517241379	74
chr1_.361	0.206896551724138	48
chr1_.362	0.0862068965517241	20
chr1_.363	0.310344827586207	72
chr1_.364	0.129310344827586	30
chr1_.365	0.387931034482759	90
chr1_.366	0.206896551724138	48
chr1_.367	0.336206896551724	78
chr1_.368	0.327586206896552	76
chr1_.369	0.439655172413793	102
chr1_.370	0.25	58
chr1_.371	0.25	58
chr1_.372	0.379310344827586	88
chr1_.373	0.456896551724138	106
chr1_.374	0.508620689655172	118
chr1_.375	0.344827586206897	80
chr1_.376	0.327586206896552	76
chr1_.377	0.293103448275862	68
chr1_.378	0.241379310344828	56
chr1_.379	0.543103448275862	126
chr1_.380	0.258620689655172	60
chr1_.381	0.370689655172414	86
chr1_.382	0.387931034482759	90
chr1_.383	0.129310344827586	30
chr1_.384	0.5	116
chr1_.385	0.21551724137931	50
chr1_.386	0.25	58
chr1_.387	0.28448275862069	66
chr1_.388	0.155172413793103	36
chr1_.389	0.112068965517241	26
chr1_.390	0.189655172413793	44
chr1_.391	0.163793103448276	38
chr1_.392	0.25	58
chr1_.393	0.310344827586207	72
chr1_.394	0.53448275862069	124
chr1_.395	0.25	58
chr1_.396	0.568965517241379	132
chr1_.397	0.155172413793103	36
chr1_.398	0.25	58
chr1_.399	0.318965517241379	74
chr1_.400	0.241379310344828	56
chr1_.401	0.206896551724138	48
chr1_.402	0.189655172413793	44
chr1_.403	0.224137931034483	52
chr1_.404	0.112068965517241	26
chr1_.405	0.301724137931034	70
chr1_.406	0.0775862068965517	18
chr1_.407	0.318965517241379	74
chr1_.408	0.198275862068966	46
chr1_.409	0.267241379310345	62
chr1_.410	0.25	58
chr1_.411	0.818965517241379	190
chr1_.412	0.232758620689655	54
chr1_.413	0.146551724137931	34
chr1_.414	0.862068965517241	200
chr1_.415	0.137931034482759	32
chr1_.416	0.241379310344828	56
chr1_.417	0.232758620689655	54
chr1_.418	0.362068965517241	84
chr1_.419	0.362068965517241	84
chr1_.420	0.362068965517241	84
chr1_.421	0.5	116
chr1_.422	0.517241379310345	120
chr1_.423	0.474137931034483	110
chr1_.424	0.336206896551724	78
chr1_.425	0.224137931034483	52
chr1_.426	0.275862068965517	64
chr1_.427	0.21551724137931	50
chr1_.428	0.258620689655172	60
chr1_.429	0.146551724137931	34
chr1_.430	0.232758620689655	54
chr1_.431	0.198275862068966	46
chr1_.432	0.163793103448276	38
chr1_.433	0.224137931034483	52
chr1_.434	0.137931034482759	32
chr1_.435	0.198275862068966	46
chr1_.436	0.301724137931034	70
chr1_.437	0.181034482758621	42
chr1_.438	0.267241379310345	62
chr1_.439	0.198275862068966	46
chr1_.440	0.362068965517241	84
chr1_.441	0.267241379310345	62
chr1_.442	0.258620689655172	60
chr1_.443	0.112068965517241	26
chr1_.444	0.387931034482759	90
chr1_.445	0.137931034482759	32
chr1_.446	0.508620689655172	118
chr1_.447	0.189655172413793	44
chr1_.448	0.422413793103448	98
chr1_.449	0.431034482758621	100
chr1_.450	0.189655172413793	44
chr1_.451	0.46551724137931	108
chr1_.452	0.46551724137931	108
chr1_.453	0.258620689655172	60
chr1_.454	0.448275862068966	104
chr1_.455	0.362068965517241	84
chr1_.456	0.301724137931034	70
chr1_.457	0.21551724137931	50
chr1_.458	0.327586206896552	76
chr1_.459	0.422413793103448	98
chr1_.460	0.129310344827586	30
chr1_.461	0.353448275862069	82
chr1_.462	0.21551724137931	50
chr1_.463	0.25	58
chr1_.464	0.439655172413793	102
chr1_.465	0.241379310344828	56
chr1_.466	0.508620689655172	118
chr1_.467	0.456896551724138	106
chr1_.468	0.206896551724138	48
chr1_.469	0.775862068965517	180
chr1_.470	0.146551724137931	34
chr1_.471	0.0689655172413793	16
chr1_.472	0.431034482758621	100
chr1_.473	0.310344827586207	72
chr1_.474	0.508620689655172	118
chr1_.475	0.146551724137931	34
chr1_.476	0.301724137931034	70
chr1_.477	0.620689655172414	144
chr1_.478	0.241379310344828	56
chr1_.479	0.637931034482759	148
chr1_.480	0.301724137931034	70
chr1_.482	0.137931034482759	32
chr1_.483	0.267241379310345	62
chr1_.484	0.103448275862069	24
chr1_.485	0.241379310344828	56
chr1_.486	0.46551724137931	108
chr1_.487	0.181034482758621	42
chr1_.488	0.301724137931034	70
chr1_.489	0.0603448275862069	14
chr1_.490	0.422413793103448	98
chr1_.491	0.267241379310345	62
chr1_.492	0.439655172413793	102
chr1_.493	0.28448275862069	66
chr1_.494	0.629310344827586	146
chr1_.495	0.698275862068966	162
chr1_.496	0.146551724137931	34
chr1_.497	0.646551724137931	150
chr1_.498	0.758620689655172	176
chr1_.499	0.146551724137931	34
chr1_.500	1	232
