CNV	freq	event_N
chr1_.224	0.80952380952381	187
chr1_.226	0.0346320346320346	8
chr1_.229	0.012987012987013	3
chr1_.230	0.0216450216450216	5
chr1_.233	0.0346320346320346	8
chr1_.234	0.0216450216450216	5
chr1_.235	0.0216450216450216	5
chr1_.236	0.0476190476190476	11
chr1_.239	0.0346320346320346	8
chr1_.240	0.0216450216450216	5
chr1_.241	0.0562770562770563	13
chr1_.243	0.0346320346320346	8
chr1_.244	0.0216450216450216	5
chr1_.245	0.012987012987013	3
chr1_.246	0.0562770562770563	13
chr1_.247	0.0346320346320346	8
chr1_.248	0.0692640692640693	16
chr1_.250	0.0692640692640693	16
chr1_.254	0.012987012987013	3
chr1_.255	0.0649350649350649	15
chr1_.258	0.0303030303030303	7
chr1_.259	0.0476190476190476	11
chr1_.261	0.0346320346320346	8
chr1_.264	0.0346320346320346	8
chr1_.265	0.0649350649350649	15
chr1_.266	0.0346320346320346	8
chr1_.272	0.012987012987013	3
chr1_.278	0.012987012987013	3
chr1_.279	0.0562770562770563	13
chr1_.281	0.0562770562770563	13
chr1_.283	0.112554112554113	26
chr1_.288	0.0346320346320346	8
chr1_.289	0.844155844155844	195
chr1_.290	0.0346320346320346	8
chr1_.291	0.80952380952381	187
chr1_.293	0.0346320346320346	8
chr1_.296	0.0346320346320346	8
chr1_.299	0.0346320346320346	8
chr1_.300	0.0216450216450216	5
chr1_.302	0.844155844155844	195
chr1_.306	0.0692640692640693	16
chr1_.307	0.831168831168831	192
chr1_.309	0.0216450216450216	5
chr1_.310	0.0346320346320346	8
chr1_.311	0.0909090909090909	21
chr1_.313	0.0562770562770563	13
chr1_.314	0.0216450216450216	5
chr1_.326	0.0346320346320346	8
chr1_.327	0.0216450216450216	5
chr1_.329	0.0346320346320346	8
chr1_.332	0.0216450216450216	5
chr1_.335	0.0346320346320346	8
chr1_.337	0.0562770562770563	13
chr1_.338	0.0432900432900433	10
chr1_.340	0.0303030303030303	7
chr1_.341	0.0346320346320346	8
chr1_.342	0.012987012987013	3
chr1_.343	0.0562770562770563	13
chr1_.349	0.0562770562770563	13
chr1_.352	0.051948051948052	12
chr1_.355	0.0303030303030303	7
chr1_.356	0.012987012987013	3
chr1_.359	0.012987012987013	3
chr1_.361	0.0303030303030303	7
chr1_.364	0.0303030303030303	7
chr1_.365	0.0476190476190476	11
chr1_.369	0.0346320346320346	8
chr1_.370	0.012987012987013	3
chr1_.375	0.80952380952381	187
chr1_.379	0.0216450216450216	5
chr1_.381	0.0432900432900433	10
chr1_.385	0.0216450216450216	5
chr1_.389	0.80952380952381	187
chr1_.390	0.0216450216450216	5
chr1_.396	0.80952380952381	187
chr1_.397	0.0216450216450216	5
chr1_.403	0.0216450216450216	5
chr1_.409	0.80952380952381	187
chr1_.413	0.0216450216450216	5
chr1_.415	0.0346320346320346	8
chr1_.418	0.865800865800866	200
chr1_.422	0.0562770562770563	13
chr1_.426	0.878787878787879	203
chr1_.428	0.865800865800866	200
chr1_.429	0.80952380952381	187
chr1_.431	0.831168831168831	192
chr1_.435	0.80952380952381	187
chr1_.438	0.80952380952381	187
chr1_.439	0.80952380952381	187
chr1_.441	0.012987012987013	3
chr1_.443	0.80952380952381	187
chr1_.447	0.012987012987013	3
chr1_.453	0.0216450216450216	5
chr1_.454	0.844155844155844	195
chr1_.455	0.0216450216450216	5
chr1_.456	0.80952380952381	187
chr1_.458	0.0346320346320346	8
chr1_.465	0.80952380952381	187
chr1_.467	0.0649350649350649	15
chr1_.468	0.80952380952381	187
chr1_.470	0.0216450216450216	5
chr1_.471	0.0303030303030303	7
chr1_.472	0.0346320346320346	8
chr1_.473	0.0303030303030303	7
chr1_.474	0.0216450216450216	5
chr1_.475	0.0346320346320346	8
chr1_.476	0.0346320346320346	8
chr1_.477	0.0303030303030303	7
chr1_.478	0.0346320346320346	8
chr1_.480	0.0346320346320346	8
chr1_.482	0.0562770562770563	13
chr1_.486	0.0303030303030303	7
chr1_.487	0.0346320346320346	8
chr1_.488	0.0303030303030303	7
chr1_.494	0.0346320346320346	8
chr1_.496	0.0692640692640693	16
chr1_.498	0.0346320346320346	8
chr1_.500	1	231
